a_target,a_pred,mt,cs,E1,E2,E3,L1,L2,L3,seed,loss
0.002099999925121665,0.0020994311198592186,70,1.9970942735671997,18.610576629638672,13.585890769958496,11.127019882202148,5.600939750671387,13.836548805236816,14.465534210205078,42,5.688052624464035e-07
0.002099999925121665,0.0020994311198592186,70,1.9970942735671997,18.610576629638672,13.585890769958496,11.127019882202148,5.600939750671387,13.836548805236816,14.465534210205078,123,5.688052624464035e-07
0.002099999925121665,0.0020994311198592186,70,1.9970942735671997,18.610576629638672,13.585890769958496,11.127019882202148,5.600939750671387,13.836548805236816,14.465534210205078,888,5.688052624464035e-07
0.002199999988079071,0.0021992456167936325,70,1.9957456588745117,18.34496307373047,13.322450637817383,10.860187530517578,5.934900283813477,13.586649894714355,14.12840461730957,42,7.543712854385376e-07
0.002199999988079071,0.0021992456167936325,70,1.9957456588745117,18.34496307373047,13.322450637817383,10.860187530517578,5.934900283813477,13.586649894714355,14.12840461730957,123,7.543712854385376e-07
0.002199999988079071,0.0021992456167936325,70,1.9957456588745117,18.34496307373047,13.322450637817383,10.860187530517578,5.934900283813477,13.586649894714355,14.12840461730957,888,7.543712854385376e-07
0.002300000051036477,0.0022991595324128866,70,1.995697259902954,18.0936222076416,13.073193550109863,10.607660293579102,6.249795436859131,13.344627380371094,13.81015682220459,42,8.405186235904694e-07
0.002300000051036477,0.0022991595324128866,70,1.995697259902954,18.0936222076416,13.073193550109863,10.607660293579102,6.249795436859131,13.344627380371094,13.81015682220459,123,8.405186235904694e-07
0.002300000051036477,0.0022991595324128866,70,1.995697259902954,18.0936222076416,13.073193550109863,10.607660293579102,6.249795436859131,13.344627380371094,13.81015682220459,888,8.405186235904694e-07
0.002400000113993883,0.0023970934562385082,70,1.9969463348388672,17.851247787475586,12.832798957824707,10.364133834838867,6.553717136383057,13.105684280395508,13.502617835998535,42,2.9066577553749084e-06
0.002400000113993883,0.0023970934562385082,70,1.9969463348388672,17.851247787475586,12.832798957824707,10.364133834838867,6.553717136383057,13.105684280395508,13.502617835998535,123,2.9066577553749084e-06
0.002400000113993883,0.0023970934562385082,70,1.9969463348388672,17.851247787475586,12.832798957824707,10.364133834838867,6.553717136383057,13.105684280395508,13.502617835998535,888,2.9066577553749084e-06
0.0020000000949949026,0.0020021286327391863,80,1.9978625774383545,22.06420135498047,17.007768630981445,14.596473693847656,1.0606051683425903,16.72341537475586,19.041635513305664,42,2.128537744283676e-06
0.0020000000949949026,0.0020021286327391863,80,1.9978625774383545,22.06420135498047,17.007768630981445,14.596473693847656,1.0606051683425903,16.72341537475586,19.041635513305664,123,2.128537744283676e-06
0.0020000000949949026,0.0020021286327391863,80,1.9978625774383545,22.06420135498047,17.007768630981445,14.596473693847656,1.0606051683425903,16.72341537475586,19.041635513305664,888,2.128537744283676e-06
0.002099999925121665,0.002101248363032937,80,1.9969736337661743,21.76920509338379,16.715518951416016,14.300188064575195,1.4493952989578247,16.537878036499023,18.65351676940918,42,1.248437911272049e-06
0.002099999925121665,0.002101248363032937,80,1.9969736337661743,21.76920509338379,16.715518951416016,14.300188064575195,1.4493952989578247,16.537878036499023,18.65351676940918,123,1.248437911272049e-06
0.002099999925121665,0.002101248363032937,80,1.9969736337661743,21.76920509338379,16.715518951416016,14.300188064575195,1.4493952989578247,16.537878036499023,18.65351676940918,888,1.248437911272049e-06
0.002199999988079071,0.0021946984343230724,80,1.9985779523849487,21.484210968017578,16.433120727539062,14.013959884643555,1.822729468345642,16.349159240722656,18.28044319152832,42,5.3015537559986115e-06
0.002199999988079071,0.0021946984343230724,80,1.9985779523849487,21.484210968017578,16.433120727539062,14.013959884643555,1.822729468345642,16.349159240722656,18.28044319152832,123,5.3015537559986115e-06
0.002199999988079071,0.0021946984343230724,80,1.9985779523849487,21.484210968017578,16.433120727539062,14.013959884643555,1.822729468345642,16.349159240722656,18.28044319152832,888,5.3015537559986115e-06
0.002300000051036477,0.0023027050774544477,80,1.9983576536178589,21.206499099731445,16.1578311920166,13.734990119934082,2.1839277744293213,16.155996322631836,17.919225692749023,42,2.7050264179706573e-06
0.002300000051036477,0.0023027050774544477,80,1.9983576536178589,21.206499099731445,16.1578311920166,13.734990119934082,2.1839277744293213,16.155996322631836,17.919225692749023,123,2.7050264179706573e-06
0.002300000051036477,0.0023027050774544477,80,1.9983576536178589,21.206499099731445,16.1578311920166,13.734990119934082,2.1839277744293213,16.155996322631836,17.919225692749023,888,2.7050264179706573e-06
0.002400000113993883,0.002392582129687071,80,2.0,20.9548397064209,15.908496856689453,13.48218822479248,2.512988567352295,15.97603702545166,17.589677810668945,42,7.417984306812286e-06
0.002400000113993883,0.002392582129687071,80,2.0,20.9548397064209,15.908496856689453,13.48218822479248,2.512988567352295,15.97603702545166,17.589677810668945,123,7.417984306812286e-06
0.002400000113993883,0.002392582129687071,80,2.0,20.9548397064209,15.908496856689453,13.48218822479248,2.512988567352295,15.97603702545166,17.589677810668945,888,7.417984306812286e-06
0.0020000000949949026,0.0020002888049930334,90,1.9998199939727783,25.766250610351562,20.673900604248047,18.312789916992188,0.0002655904972925782,18.95383071899414,24.15917205810547,42,2.8870999813079834e-07
0.0020000000949949026,0.0020002888049930334,90,1.9998199939727783,25.766250610351562,20.673900604248047,18.312789916992188,0.0002655904972925782,18.95383071899414,24.15917205810547,123,2.8870999813079834e-07
0.0020000000949949026,0.0020002888049930334,90,1.9998199939727783,25.766250610351562,20.673900604248047,18.312789916992188,0.0002655904972925782,18.95383071899414,24.15917205810547,888,2.8870999813079834e-07
0.002099999925121665,0.0021003035362809896,90,1.9998111724853516,25.359201431274414,20.270830154418945,17.903785705566406,0.0003472091630101204,18.800914764404297,23.590110778808594,42,3.03611159324646e-07
0.002099999925121665,0.0021003035362809896,90,1.9998111724853516,25.359201431274414,20.270830154418945,17.903785705566406,0.0003472091630101204,18.800914764404297,23.590110778808594,123,3.03611159324646e-07
0.002099999925121665,0.0021003035362809896,90,1.9998111724853516,25.359201431274414,20.270830154418945,17.903785705566406,0.0003472091630101204,18.800914764404297,23.590110778808594,888,3.03611159324646e-07
0.002199999988079071,0.0022041648626327515,90,1.9971613883972168,24.970829010009766,19.886215209960938,17.51360321044922,0.0038330599199980497,18.642589569091797,23.05160140991211,42,4.16487455368042e-06
0.002199999988079071,0.0022041648626327515,90,1.9971613883972168,24.970829010009766,19.886215209960938,17.51360321044922,0.0038330599199980497,18.642589569091797,23.05160140991211,123,4.16487455368042e-06
0.002199999988079071,0.0022041648626327515,90,1.9971613883972168,24.970829010009766,19.886215209960938,17.51360321044922,0.0038330599199980497,18.642589569091797,23.05160140991211,888,4.16487455368042e-06
0.002300000051036477,0.0022960344795137644,90,2.0,24.61168670654297,19.530574798583984,17.15275001525879,0.0,18.486534118652344,22.555770874023438,42,3.9655715227127075e-06
0.002300000051036477,0.0022960344795137644,90,2.0,24.61168670654297,19.530574798583984,17.15275001525879,0.0,18.486534118652344,22.555770874023438,123,3.9655715227127075e-06
0.002300000051036477,0.0022960344795137644,90,2.0,24.61168670654297,19.530574798583984,17.15275001525879,0.0,18.486534118652344,22.555770874023438,888,3.9655715227127075e-06
0.002400000113993883,0.002399046439677477,90,1.9988491535186768,24.261627197265625,19.183931350708008,16.801095962524414,0.0016092900186777115,18.32419776916504,22.07671356201172,42,9.5367431640625e-07
0.002400000113993883,0.002399046439677477,90,1.9988491535186768,24.261627197265625,19.183931350708008,16.801095962524414,0.0016092900186777115,18.32419776916504,22.07671356201172,123,9.5367431640625e-07
0.002400000113993883,0.002399046439677477,90,1.9988491535186768,24.261627197265625,19.183931350708008,16.801095962524414,0.0016092900186777115,18.32419776916504,22.07671356201172,888,9.5367431640625e-07
0.0020000000949949026,0.0020105286967009306,100,2.0,29.74317169189453,24.612140655517578,22.303876876831055,0.0,20.565471649169922,30.0,42,1.0528601706027985e-05
0.0020000000949949026,0.0020105286967009306,100,2.0,29.74317169189453,24.612140655517578,22.303876876831055,0.0,20.565471649169922,30.0,123,1.0528601706027985e-05
0.0020000000949949026,0.0020105286967009306,100,2.0,29.74317169189453,24.612140655517578,22.303876876831055,0.0,20.565471649169922,30.0,888,1.0528601706027985e-05
0.002099999925121665,0.0021022262517362833,100,1.998969554901123,29.31774139404297,24.190946578979492,21.87596893310547,0.0014001884264871478,20.54172134399414,29.394311904907227,42,2.2263266146183014e-06
0.002099999925121665,0.0021022262517362833,100,1.998969554901123,29.31774139404297,24.190946578979492,21.87596893310547,0.0014001884264871478,20.54172134399414,29.394311904907227,123,2.2263266146183014e-06
0.002099999925121665,0.0021022262517362833,100,1.998969554901123,29.31774139404297,24.190946578979492,21.87596893310547,0.0014001884264871478,20.54172134399414,29.394311904907227,888,2.2263266146183014e-06
0.002199999988079071,0.002201179973781109,100,1.9997870922088623,28.86634063720703,23.74408721923828,21.422029495239258,0.00031272240448743105,20.495254516601562,28.716989517211914,42,1.1799857020378113e-06
0.002199999988079071,0.002201179973781109,100,1.9997870922088623,28.86634063720703,23.74408721923828,21.422029495239258,0.00031272240448743105,20.495254516601562,28.716989517211914,123,1.1799857020378113e-06
0.002199999988079071,0.002201179973781109,100,1.9997870922088623,28.86634063720703,23.74408721923828,21.422029495239258,0.00031272240448743105,20.495254516601562,28.716989517211914,888,1.1799857020378113e-06
0.002300000051036477,0.0023022887762635946,100,1.998513102531433,28.441301345825195,23.32328987121582,20.99466323852539,0.002013007178902626,20.431936264038086,28.08446502685547,42,2.2887252271175385e-06
0.002300000051036477,0.0023022887762635946,100,1.998513102531433,28.441301345825195,23.32328987121582,20.99466323852539,0.002013007178902626,20.431936264038086,28.08446502685547,123,2.2887252271175385e-06
0.002300000051036477,0.0023022887762635946,100,1.998513102531433,28.441301345825195,23.32328987121582,20.99466323852539,0.002013007178902626,20.431936264038086,28.08446502685547,888,2.2887252271175385e-06
0.002400000113993883,0.0024014145601540804,100,1.9992451667785645,28.0395565032959,22.925569534301758,20.59078598022461,0.0010203949641436338,20.354965209960938,27.49115753173828,42,1.414446160197258e-06
0.002400000113993883,0.0024014145601540804,100,1.9992451667785645,28.0395565032959,22.925569534301758,20.59078598022461,0.0010203949641436338,20.354965209960938,27.49115753173828,123,1.414446160197258e-06
0.002400000113993883,0.0024014145601540804,100,1.9992451667785645,28.0395565032959,22.925569534301758,20.59078598022461,0.0010203949641436338,20.354965209960938,27.49115753173828,888,1.414446160197258e-06
0.0020000000949949026,0.0028110912535339594,110,2.0,30.48085594177246,25.345258712768555,23.034860610961914,0.0,21.663122177124023,30.0,42,0.0008110911585390568
0.0020000000949949026,0.0028110912535339594,110,2.0,30.48085594177246,25.345258712768555,23.034860610961914,0.0,21.663122177124023,30.0,123,0.0008110911585390568
0.0020000000949949026,0.0028110912535339594,110,2.0,30.48085594177246,25.345258712768555,23.034860610961914,0.0,21.663122177124023,30.0,888,0.0008110911585390568
0.002099999925121665,0.0028110912535339594,110,2.0,30.48085594177246,25.345258712768555,23.034860610961914,0.0,21.663122177124023,30.0,42,0.0007110913284122944
0.002099999925121665,0.0028110912535339594,110,2.0,30.48085594177246,25.345258712768555,23.034860610961914,0.0,21.663122177124023,30.0,123,0.0007110913284122944
0.002099999925121665,0.0028110912535339594,110,2.0,30.48085594177246,25.345258712768555,23.034860610961914,0.0,21.663122177124023,30.0,888,0.0007110913284122944
0.002199999988079071,0.0028110912535339594,110,2.0,30.48085594177246,25.345258712768555,23.034860610961914,0.0,21.663122177124023,30.0,42,0.0006110912654548883
0.002199999988079071,0.0028110912535339594,110,2.0,30.48085594177246,25.345258712768555,23.034860610961914,0.0,21.663122177124023,30.0,123,0.0006110912654548883
0.002199999988079071,0.0028110912535339594,110,2.0,30.48085594177246,25.345258712768555,23.034860610961914,0.0,21.663122177124023,30.0,888,0.0006110912654548883
0.002300000051036477,0.0028110912535339594,110,2.0,30.48085594177246,25.345258712768555,23.034860610961914,0.0,21.663122177124023,30.0,42,0.0005110912024974823
0.002300000051036477,0.0028110912535339594,110,2.0,30.48085594177246,25.345258712768555,23.034860610961914,0.0,21.663122177124023,30.0,123,0.0005110912024974823
0.002300000051036477,0.0028110912535339594,110,2.0,30.48085594177246,25.345258712768555,23.034860610961914,0.0,21.663122177124023,30.0,888,0.0005110912024974823
0.002400000113993883,0.0028110912535339594,110,2.0,30.48085594177246,25.345258712768555,23.034860610961914,0.0,21.663122177124023,30.0,42,0.00041109113954007626
0.002400000113993883,0.0028110912535339594,110,2.0,30.48085594177246,25.345258712768555,23.034860610961914,0.0,21.663122177124023,30.0,123,0.00041109113954007626
0.002400000113993883,0.0028110912535339594,110,2.0,30.48085594177246,25.345258712768555,23.034860610961914,0.0,21.663122177124023,30.0,888,0.00041109113954007626
0.0020000000949949026,0.0037420806474983692,120,2.0,31.050825119018555,25.9139347076416,23.594894409179688,0.0,22.832773208618164,30.0,42,0.0017420805525034666
0.0020000000949949026,0.0037420806474983692,120,2.0,31.050825119018555,25.9139347076416,23.594894409179688,0.0,22.832773208618164,30.0,123,0.0017420805525034666
0.0020000000949949026,0.0037420806474983692,120,2.0,31.050825119018555,25.9139347076416,23.594894409179688,0.0,22.832773208618164,30.0,888,0.0017420805525034666
0.002099999925121665,0.0037420806474983692,120,2.0,31.050825119018555,25.9139347076416,23.594894409179688,0.0,22.832773208618164,30.0,42,0.0016420807223767042
0.002099999925121665,0.0037420806474983692,120,2.0,31.050825119018555,25.9139347076416,23.594894409179688,0.0,22.832773208618164,30.0,123,0.0016420807223767042
0.002099999925121665,0.0037420806474983692,120,2.0,31.050825119018555,25.9139347076416,23.594894409179688,0.0,22.832773208618164,30.0,888,0.0016420807223767042
0.002199999988079071,0.0037420806474983692,120,2.0,31.050825119018555,25.9139347076416,23.594894409179688,0.0,22.832773208618164,30.0,42,0.0015420806594192982
0.002199999988079071,0.0037420806474983692,120,2.0,31.050825119018555,25.9139347076416,23.594894409179688,0.0,22.832773208618164,30.0,123,0.0015420806594192982
0.002199999988079071,0.0037420806474983692,120,2.0,31.050825119018555,25.9139347076416,23.594894409179688,0.0,22.832773208618164,30.0,888,0.0015420806594192982
0.002300000051036477,0.0037420806474983692,120,2.0,31.050825119018555,25.9139347076416,23.594894409179688,0.0,22.832773208618164,30.0,42,0.0014420805964618921
0.002300000051036477,0.0037420806474983692,120,2.0,31.050825119018555,25.9139347076416,23.594894409179688,0.0,22.832773208618164,30.0,123,0.0014420805964618921
0.002300000051036477,0.0037420806474983692,120,2.0,31.050825119018555,25.9139347076416,23.594894409179688,0.0,22.832773208618164,30.0,888,0.0014420805964618921
0.002400000113993883,0.0037420806474983692,120,2.0,31.050825119018555,25.9139347076416,23.594894409179688,0.0,22.832773208618164,30.0,42,0.001342080533504486
0.002400000113993883,0.0037420806474983692,120,2.0,31.050825119018555,25.9139347076416,23.594894409179688,0.0,22.832773208618164,30.0,123,0.001342080533504486
0.002400000113993883,0.0037420806474983692,120,2.0,31.050825119018555,25.9139347076416,23.594894409179688,0.0,22.832773208618164,30.0,888,0.001342080533504486
